Subject.ID,Degree.Dat,Offspring.Acc,Mass,Mother.Acc,Father.Acc,Mother.ID,Father.ID,Challenge.Temp,MO2.NMS,MO2.MS,Family,Parent.Group
81,90,1,2.95,1,1,4,4,22,0.0615,,16,1
81,90,1,2.95,1,1,4,4,23,0.07476,185.5822,16,1
81,90,1,2.95,1,1,4,4,24,,203.4553,16,1
81,90,1,2.95,1,1,4,4,25,0.1036,257.1738,16,1
81,90,1,2.95,1,1,4,4,26,0.1074,266.6068,16,1
81,90,1,2.95,1,1,4,4,27,0.1594,395.6902,16,1
81,90,1,2.95,1,1,4,4,28,0.1952,484.5592,16,1
82,90,1,2.25,1,1,3,4,15,0.1473,482.162,15,1
82,90,1,2.25,1,1,3,4,16,0.1378,451.0653,15,1
82,90,1,2.25,1,1,3,4,17,0.1274,417.0227,15,1
82,90,1,2.25,1,1,3,4,18,0.1315,430.4433,15,1
82,90,1,2.25,1,1,3,4,19,0.1537,503.1113,15,1
82,90,1,2.25,1,1,3,4,20,0.07194,235.4836,15,1
82,90,1,2.25,1,1,3,4,21,0.0666,218.004,15,1
82,90,1,2.25,1,1,3,4,22,0.05224,170.9989,15,1
82,90,1,2.25,1,1,3,4,23,,163.5685,15,1
82,90,1,2.25,1,1,3,4,24,0.05461,178.7567,15,1
82,90,1,2.25,1,1,3,4,25,0.05624,184.0923,15,1
82,90,1,2.25,1,1,3,4,26,0.05915,193.6177,15,1
82,90,1,2.25,1,1,3,4,27,0.1037,339.4447,15,1
82,90,1,2.25,1,1,3,4,28,0.1258,411.7853,15,1
83,90,1,3,1,1,3,4,15,0.1118,272.792,15,1
83,90,1,3,1,1,3,4,16,0.06402,156.2088,15,1
83,90,1,3,1,1,3,4,17,0.08532,208.1808,15,1
83,90,1,3,1,1,3,4,18,0.08352,203.7888,15,1
83,90,1,3,1,1,3,4,19,0.07374,179.9256,15,1
83,90,1,3,1,1,3,4,20,0.1035,252.54,15,1
83,90,1,3,1,1,3,4,21,0.07932,193.5408,15,1
83,90,1,3,1,1,3,4,22,0.07284,177.7296,15,1
83,90,1,3,1,1,3,4,23,0.1165,284.26,15,1
83,90,1,3,1,1,3,4,24,0.07842,191.3448,15,1
83,90,1,3,1,1,3,4,25,0.06882,167.9208,15,1
83,90,1,3,1,1,3,4,26,0.06972,170.1168,15,1
83,90,1,3,1,1,3,4,27,0.1094,266.936,15,1
83,90,1,3,1,1,3,4,28,0.11,268.4,15,1
84,105,1,2.98,1,1,4,4,15,0.397760796,133.4768,16,1
84,105,1,2.98,1,1,4,4,16,0.422652876,141.8298,16,1
84,105,1,2.98,1,1,4,4,17,0.282817956,94.90536,16,1
84,105,1,2.98,1,1,4,4,18,0.555239808,186.3221,16,1
84,105,1,2.98,1,1,4,4,19,0.629916048,211.3812,16,1
84,105,1,2.98,1,1,4,4,20,1.1238042,377.1155,16,1
84,105,1,2.98,1,1,4,4,21,0.601363368,201.7998,16,1
84,105,1,2.98,1,1,4,4,22,0.474853032,159.3466,16,1
84,105,1,2.98,1,1,4,4,23,1.04619948,351.0736,16,1
84,105,1,2.98,1,1,4,4,24,1.11209028,373.1847,16,1
84,105,1,2.98,1,1,4,4,25,0.90929304,305.1319,16,1
84,105,1,2.98,1,1,4,4,26,1.35588624,454.9954,16,1
84,105,1,2.98,1,1,4,4,27,1.18749864,398.4895,16,1
84,105,1,2.98,1,1,4,4,28,1.1860344,397.9981,16,1
85,105,1,2.85,1,1,3,4,15,0.42009828,147.4029,15,1
85,105,1,2.85,1,1,3,4,16,0.63014742,221.1044,15,1
85,105,1,2.85,1,1,3,4,17,0.8017926,281.3307,15,1
85,105,1,2.85,1,1,3,4,18,0.8457666,296.7602,15,1
85,105,1,2.85,1,1,3,4,19,0.9366462,328.6478,15,1
85,105,1,2.85,1,1,3,4,20,0.9776886,343.0486,15,1
85,105,1,2.85,1,1,3,4,21,0.8113203,284.6738,15,1
85,105,1,2.85,1,1,3,4,22,1.1037474,387.2798,15,1
85,105,1,2.85,1,1,3,4,23,0.9227211,323.7618,15,1
85,105,1,2.85,1,1,3,4,24,1.2305391,431.7681,15,1
85,105,1,2.85,1,1,3,4,25,0.8948709,313.9898,15,1
85,105,1,2.85,1,1,3,4,26,1.1242686,394.4802,15,1
85,105,1,2.85,1,1,3,4,27,1.3939758,489.1143,15,1
85,105,1,2.85,1,1,3,4,28,1.363194,478.3137,15,1
86,105,1,4.35,1,1,3,4,15,0.6601968,151.7694,15,1
86,105,1,4.35,1,1,3,4,16,0.861441,198.0324,15,1
86,105,1,4.35,1,1,3,4,17,0.65845944,151.37,15,1
86,105,1,4.35,1,1,3,4,18,0.8390001,192.8736,15,1
86,105,1,4.35,1,1,3,4,19,0.7977378,183.388,15,1
86,105,1,4.35,1,1,3,4,20,0.7658862,176.0658,15,1
86,105,1,4.35,1,1,3,4,21,0.69320664,159.3578,15,1
86,105,1,4.35,1,1,3,4,22,0.57246012,131.6,15,1
86,105,1,4.35,1,1,3,4,23,0.8136636,187.0491,15,1
86,105,1,4.35,1,1,3,4,24,0.7506843,172.5711,15,1
86,105,1,4.35,1,1,3,4,25,0.9005316,207.0188,15,1
86,105,1,4.35,1,1,3,4,26,0.8151114,187.3819,15,1
86,105,1,4.35,1,1,3,4,27,1.0416921,239.4695,15,1
86,105,1,4.35,1,1,3,4,28,0.998982,229.651,15,1
87,105,1,2.93,1,1,4,4,15,0.535252536,182.6801,16,1
87,105,1,2.93,1,1,4,4,16,1.1608857,396.2067,16,1
87,105,1,2.93,1,1,4,4,17,1.27587564,435.4524,16,1
87,105,1,2.93,1,1,4,4,18,0.76244922,260.2216,16,1
87,105,1,2.93,1,1,4,4,19,0.587107872,200.3781,16,1
87,105,1,2.93,1,1,4,4,20,0.722459088,246.5731,16,1
87,105,1,2.93,1,1,4,4,21,0.570848148,194.8287,16,1
87,105,1,2.93,1,1,4,4,22,0.534813084,182.5301,16,1
87,105,1,2.93,1,1,4,4,23,0.84008574,286.7187,16,1
87,105,1,2.93,1,1,4,4,24,0.720261828,245.8232,16,1
87,105,1,2.93,1,1,4,4,25,0.7543926,257.4719,16,1
87,105,1,2.93,1,1,4,4,26,1.2048309,411.2051,16,1
87,105,1,2.93,1,1,4,4,27,1.06786836,364.4602,16,1
87,105,1,2.93,1,1,4,4,28,1.4062464,479.9476,16,1
88,105,1,3.42,1,1,3,4,15,,129.5147,15,1
88,105,1,3.42,1,1,3,4,16,0.74917596,219.0573,15,1
88,105,1,3.42,1,1,3,4,17,0.7987806,233.5616,15,1
88,105,1,3.42,1,1,3,4,18,0.78710892,230.1488,15,1
88,105,1,3.42,1,1,3,4,19,0.526100976,153.8307,15,1
88,105,1,3.42,1,1,3,4,20,1.09130208,319.0942,15,1
88,105,1,3.42,1,1,3,4,21,1.07817144,315.2548,15,1
88,105,1,3.42,1,1,3,4,22,0.76522452,223.7499,15,1
88,105,1,3.42,1,1,3,4,23,0.59744412,174.6913,15,1
88,105,1,3.42,1,1,3,4,24,0.89434248,261.5037,15,1
88,105,1,3.42,1,1,3,4,25,1.03440264,302.4569,15,1
88,105,1,3.42,1,1,3,4,26,0.9154974,267.6893,15,1
88,105,1,3.42,1,1,3,4,27,0.802428,234.6281,15,1
88,105,1,3.42,1,1,3,4,28,0.7878384,230.3621,15,1
89,105,1,2.92,1,1,4,4,15,0.95075904,325.6024,16,1
89,105,1,2.92,1,1,4,4,16,1.01008992,345.9212,16,1
89,105,1,2.92,1,1,4,4,17,1.0767456,368.7485,16,1
89,105,1,2.92,1,1,4,4,18,0.688677696,235.8485,16,1
89,105,1,2.92,1,1,4,4,19,0.75591936,258.8765,16,1
89,105,1,2.92,1,1,4,4,20,0.700104384,239.7618,16,1
89,105,1,2.92,1,1,4,4,21,0.82623744,282.958,16,1
89,105,1,2.92,1,1,4,4,22,1.13461152,388.5656,16,1
89,105,1,2.92,1,1,4,4,23,1.0218096,349.9348,16,1
89,105,1,2.92,1,1,4,4,24,0.642970944,220.1955,16,1
89,105,1,2.92,1,1,4,4,25,1.5052464,515.4954,16,1
89,105,1,2.92,1,1,4,4,26,1.29502464,443.5016,16,1
89,105,1,2.92,1,1,4,4,27,1.39830432,478.8713,16,1
89,105,1,2.92,1,1,4,4,28,1.77113664,606.5536,16,1
90,105,1,3.11,1,1,4,4,15,0.347459634,111.7234,16,1
90,105,1,3.11,1,1,4,4,16,0.78399648,252.0889,16,1
90,105,1,3.11,1,1,4,4,17,,156.1917,16,1
90,105,1,3.11,1,1,4,4,18,0.400993722,128.9369,16,1
90,105,1,3.11,1,1,4,4,19,0.76717566,246.6803,16,1
90,105,1,3.11,1,1,4,4,20,0.600722676,193.1584,16,1
90,105,1,3.11,1,1,4,4,21,0.529636428,170.3011,16,1
90,105,1,3.11,1,1,4,4,22,0.592824204,190.6187,16,1
90,105,1,3.11,1,1,4,4,23,,,16,1
90,105,1,3.11,1,1,4,4,24,0.75254886,241.9771,16,1
90,105,1,3.11,1,1,4,4,25,0.80008596,257.2624,16,1
90,105,1,3.11,1,1,4,4,26,0.91929438,295.593,16,1
90,105,1,3.11,1,1,4,4,27,1.48169484,476.4292,16,1
90,105,1,3.11,1,1,4,4,28,1.0531296,338.6269,16,1
91,105,1,2.76,1,1,4,4,15,,,16,1
91,105,1,2.76,1,1,4,4,16,,129.6541,16,1
91,105,1,2.76,1,1,4,4,17,0.384469248,139.3004,16,1
91,105,1,2.76,1,1,4,4,18,0.495512064,179.5334,16,1
91,105,1,2.76,1,1,4,4,19,0.502993152,182.2439,16,1
91,105,1,2.76,1,1,4,4,20,0.614329344,222.5831,16,1
91,105,1,2.76,1,1,4,4,21,0.575603712,208.5521,16,1
91,105,1,2.76,1,1,4,4,22,0.535117824,193.8833,16,1
91,105,1,2.76,1,1,4,4,23,0.63369216,229.5986,16,1
91,105,1,2.76,1,1,4,4,24,0.616969728,223.5397,16,1
91,105,1,2.76,1,1,4,4,25,0.455906304,165.1834,16,1
91,105,1,2.76,1,1,4,4,26,0.52367616,189.7377,16,1
91,105,1,2.76,1,1,4,4,27,0.74517504,269.991,16,1
91,105,1,2.76,1,1,4,4,28,0.8361216,302.9426,16,1
92,120,1,3.22,1,1,4,4,15,1.09382796,339.6981,16,1
92,120,1,3.22,1,1,4,4,16,0.7781742,241.669,16,1
92,120,1,3.22,1,1,4,4,17,1.0266054,318.8216,16,1
92,120,1,3.22,1,1,4,4,18,1.10917224,344.4634,16,1
92,120,1,3.22,1,1,4,4,19,0.88266144,274.1185,16,1
92,120,1,3.22,1,1,4,4,20,0.81397752,252.7881,16,1
92,120,1,3.22,1,1,4,4,21,0.724688424,225.0585,16,1
92,120,1,3.22,1,1,4,4,22,0.658488816,204.4996,16,1
92,120,1,3.22,1,1,4,4,23,0.96303624,299.0796,16,1
92,120,1,3.22,1,1,4,4,24,,,16,1
92,120,1,3.22,1,1,4,4,25,0.612894384,190.3399,16,1
92,120,1,3.22,1,1,4,4,26,1.7390184,540.0678,16,1
92,120,1,3.22,1,1,4,4,27,1.04268036,323.8138,16,1
92,120,1,3.22,1,1,4,4,28,1.5015474,466.3191,16,1
93,120,1,3.55,1,1,3,4,15,0.48487698,136.5851,15,1
93,120,1,3.55,1,1,3,4,16,0.9633414,271.3638,15,1
93,120,1,3.55,1,1,3,4,17,1.1724783,330.2756,15,1
93,120,1,3.55,1,1,3,4,18,0.8299893,233.7998,15,1
93,120,1,3.55,1,1,3,4,19,0.62041518,174.7648,15,1
93,120,1,3.55,1,1,3,4,20,0.7345296,206.9097,15,1
93,120,1,3.55,1,1,3,4,21,1.1302137,318.3701,15,1
93,120,1,3.55,1,1,3,4,22,0.62435016,175.8733,15,1
93,120,1,3.55,1,1,3,4,23,0.8387337,236.263,15,1
93,120,1,3.55,1,1,3,4,24,,,15,1
93,120,1,3.55,1,1,3,4,25,0.80157,225.7944,15,1
93,120,1,3.55,1,1,3,4,26,1.5645189,440.7096,15,1
93,120,1,3.55,1,1,3,4,27,1.3655838,384.6715,15,1
93,120,1,3.55,1,1,3,4,28,1.4406399,405.8141,15,1
94,165,1,2.4,1,1,3,3,15,,,11,1
94,165,1,2.4,1,1,3,3,16,0.65233008,271.8042,11,1
94,165,1,2.4,1,1,3,3,17,0.7385424,307.726,11,1
94,165,1,2.4,1,1,3,3,18,0.7473696,311.404,11,1
94,165,1,2.4,1,1,3,3,19,0.65630232,273.4593,11,1
94,165,1,2.4,1,1,3,3,20,0.60687,252.8625,11,1
94,165,1,2.4,1,1,3,3,21,0.58082976,242.0124,11,1
94,165,1,2.4,1,1,3,3,22,0.55567224,231.5301,11,1
94,165,1,2.4,1,1,3,3,23,0.67572216,281.5509,11,1
94,165,1,2.4,1,1,3,3,24,0.60289776,251.2074,11,1
94,165,1,2.4,1,1,3,3,25,0.8098956,337.4565,11,1
94,165,1,2.4,1,1,3,3,26,0.71853408,299.3892,11,1
94,165,1,2.4,1,1,3,3,27,0.7701732,320.9055,11,1
94,165,1,2.4,1,1,3,3,28,0.67925304,283.0221,11,1
95,180,1,3.32,1,1,3,3,15,0.434324592,130.8207,11,1
95,180,1,3.32,1,1,3,3,16,0.79359696,239.0352,11,1
95,180,1,3.32,1,1,3,3,17,0.502003008,151.2057,11,1
95,180,1,3.32,1,1,3,3,18,0.620275968,186.8301,11,1
95,180,1,3.32,1,1,3,3,19,0.548874144,165.3235,11,1
95,180,1,3.32,1,1,3,3,20,0.535294656,161.2333,11,1
95,180,1,3.32,1,1,3,3,21,0.613705248,184.851,11,1
95,180,1,3.32,1,1,3,3,22,,,11,1
95,180,1,3.32,1,1,3,3,23,,,11,1
95,180,1,3.32,1,1,3,3,24,,,11,1
95,180,1,3.32,1,1,3,3,25,0.69649632,209.7881,11,1
95,180,1,3.32,1,1,3,3,26,0.88558704,266.7431,11,1
95,180,1,3.32,1,1,3,3,27,1.48790304,448.1636,11,1
95,180,1,3.32,1,1,3,3,28,1.61420688,486.2069,11,1
96,180,1,2.33,1,1,4,3,15,0.315973386,135.6109,12,1
96,180,1,2.33,1,1,4,3,16,0.325247238,139.5911,12,1
96,180,1,2.33,1,1,4,3,17,0.351743958,150.9631,12,1
96,180,1,2.33,1,1,4,3,18,0.39708279,170.4218,12,1
96,180,1,2.33,1,1,4,3,19,0.369261234,158.4812,12,1
96,180,1,2.33,1,1,4,3,20,0.322450362,138.3907,12,1
96,180,1,2.33,1,1,4,3,21,0.415188882,178.1927,12,1
96,180,1,2.33,1,1,4,3,22,,,12,1
96,180,1,2.33,1,1,4,3,23,,,12,1
96,180,1,2.33,1,1,4,3,24,,,12,1
96,180,1,2.33,1,1,4,3,25,0.648728028,278.424,12,1
96,180,1,2.33,1,1,4,3,26,0.73896408,317.152,12,1
96,180,1,2.33,1,1,4,3,27,0.89720838,385.068,12,1
96,180,1,2.33,1,1,4,3,28,1.15702344,496.5766,12,1
97,180,1,4.15,1,1,3,3,15,0.978885,235.8759,11,1
97,180,1,4.15,1,1,3,3,16,0.7367016,177.5185,11,1
97,180,1,4.15,1,1,3,3,17,0.7512036,181.0129,11,1
97,180,1,4.15,1,1,3,3,18,0.6939207,167.2098,11,1
97,180,1,4.15,1,1,3,3,19,0.55600668,133.9775,11,1
97,180,1,4.15,1,1,3,3,20,0.53381862,128.631,11,1
97,180,1,4.15,1,1,3,3,21,0.7287255,175.5965,11,1
97,180,1,4.15,1,1,3,3,22,,,11,1
97,180,1,4.15,1,1,3,3,23,,,11,1
97,180,1,4.15,1,1,3,3,24,,,11,1
97,180,1,4.15,1,1,3,3,25,0.61038918,147.0817,11,1
97,180,1,4.15,1,1,3,3,26,1.109403,267.326,11,1
97,180,1,4.15,1,1,3,3,27,1.1079528,266.9766,11,1
97,180,1,4.15,1,1,3,3,28,1.0455942,251.9504,11,1
98,180,1,3.65,1,1,4,3,15,1.0797723,295.828,12,1
98,180,1,3.65,1,1,4,3,16,0.50544702,138.4786,12,1
98,180,1,3.65,1,1,4,3,17,1.0368144,284.0587,12,1
98,180,1,3.65,1,1,4,3,18,0.8344026,228.6035,12,1
98,180,1,3.65,1,1,4,3,19,0.975654,267.3025,12,1
98,180,1,3.65,1,1,4,3,20,0.58146066,159.3043,12,1
98,180,1,3.65,1,1,4,3,21,0.50151528,137.4014,12,1
98,180,1,3.65,1,1,4,3,22,,,12,1
98,180,1,3.65,1,1,4,3,23,,,12,1
98,180,1,3.65,1,1,4,3,24,,,12,1
98,180,1,3.65,1,1,4,3,25,0.7608645,208.456,12,1
98,180,1,3.65,1,1,4,3,26,0.953811,261.3181,12,1
98,180,1,3.65,1,1,4,3,27,1.5610464,427.684,12,1
98,180,1,3.65,1,1,4,3,28,1.5668712,429.2798,12,1
99,180,1,3.44,1,1,4,3,15,,,12,1
99,180,1,3.44,1,1,4,3,16,,163.3427,12,1
99,180,1,3.44,1,1,4,3,17,0.494068464,143.6246,12,1
99,180,1,3.44,1,1,4,3,18,0.598658688,174.0287,12,1
99,180,1,3.44,1,1,4,3,19,0.674366256,196.0367,12,1
99,180,1,3.44,1,1,4,3,20,0.497569392,144.6423,12,1
99,180,1,3.44,1,1,4,3,21,0.526014432,152.9112,12,1
99,180,1,3.44,1,1,4,3,22,,,12,1
99,180,1,3.44,1,1,4,3,23,,,12,1
99,180,1,3.44,1,1,4,3,24,,,12,1
99,180,1,3.44,1,1,4,3,25,0.663863472,192.9836,12,1
99,180,1,3.44,1,1,4,3,26,0.558398016,162.325,12,1
99,180,1,3.44,1,1,4,3,27,1.0794528,313.7944,12,1
99,180,1,3.44,1,1,4,3,28,0.89492472,260.1525,12,1
100,180,1,2.72,1,1,4,3,15,0.94864824,348.7677,12,1
100,180,1,2.72,1,1,4,3,16,0.565227072,207.8041,12,1
100,180,1,2.72,1,1,4,3,17,0.8327268,306.1496,12,1
100,180,1,2.72,1,1,4,3,18,0.423553464,155.7182,12,1
100,180,1,2.72,1,1,4,3,19,0.648426384,238.3921,12,1
100,180,1,2.72,1,1,4,3,20,0.566107488,208.1277,12,1
100,180,1,2.72,1,1,4,3,21,0.621573696,228.5197,12,1
100,180,1,2.72,1,1,4,3,22,,,12,1
100,180,1,2.72,1,1,4,3,23,,,12,1
100,180,1,2.72,1,1,4,3,24,,,12,1
100,180,1,2.72,1,1,4,3,25,0.84666672,311.2745,12,1
100,180,1,2.72,1,1,4,3,26,0.75642408,278.0971,12,1
100,180,1,2.72,1,1,4,3,27,1.24505496,457.7408,12,1
100,180,1,2.72,1,1,4,3,28,1.13280192,416.4713,12,1
101,180,1,4.49,1,1,3,3,15,1.30584636,290.8344,11,1
101,180,1,4.49,1,1,3,3,16,,,11,1
101,180,1,4.49,1,1,3,3,17,1.1532807,256.8554,11,1
101,180,1,4.49,1,1,3,3,18,,,11,1
101,180,1,4.49,1,1,3,3,19,1.17280332,261.2034,11,1
101,180,1,4.49,1,1,3,3,20,0.7700589,171.5053,11,1
101,180,1,4.49,1,1,3,3,21,0.6615999,147.3496,11,1
101,180,1,4.49,1,1,3,3,22,,,11,1
101,180,1,4.49,1,1,3,3,23,,,11,1
101,180,1,4.49,1,1,3,3,24,,,11,1
101,180,1,4.49,1,1,3,3,25,0.59869368,133.3394,11,1
101,180,1,4.49,1,1,3,3,26,0.94937778,211.4427,11,1
101,180,1,4.49,1,1,3,3,27,1.27909314,284.876,11,1
101,180,1,4.49,1,1,3,3,28,1.44322776,321.4316,11,1
102,180,1,4.06,1,1,3,3,15,,,11,1
102,180,1,4.06,1,1,3,3,16,,,11,1
102,180,1,4.06,1,1,3,3,17,,,11,1
102,180,1,4.06,1,1,3,3,18,0.743781,183.1973,11,1
102,180,1,4.06,1,1,3,3,19,0.93099612,229.3094,11,1
102,180,1,4.06,1,1,3,3,20,0.596911464,147.0225,11,1
102,180,1,4.06,1,1,3,3,21,0.79602708,196.0658,11,1
102,180,1,4.06,1,1,3,3,22,,,11,1
102,180,1,4.06,1,1,3,3,23,,,11,1
102,180,1,4.06,1,1,3,3,24,,,11,1
102,180,1,4.06,1,1,3,3,25,0.80255784,197.6743,11,1
102,180,1,4.06,1,1,3,3,26,0.8997936,221.624,11,1
102,180,1,4.06,1,1,3,3,27,1.10514972,272.2044,11,1
102,180,1,4.06,1,1,3,3,28,1.09136256,268.8085,11,1
103,195,1,5.09,1,1,4,3,15,0.67845078,133.2909,12,1
103,195,1,5.09,1,1,4,3,16,0.629383608,123.651,12,1
103,195,1,5.09,1,1,4,3,17,1.00868292,198.1695,12,1
103,195,1,5.09,1,1,4,3,18,0.79356438,155.9066,12,1
103,195,1,5.09,1,1,4,3,19,0.96623478,189.83,12,1
103,195,1,5.09,1,1,4,3,20,1.34826804,264.8857,12,1
103,195,1,5.09,1,1,4,3,21,0.521464608,102.4488,12,1
103,195,1,5.09,1,1,4,3,22,1.18423116,232.6584,12,1
103,195,1,5.09,1,1,4,3,23,0.9101169,178.8049,12,1
103,195,1,5.09,1,1,4,3,24,1.35546264,266.2991,12,1
103,195,1,5.09,1,1,4,3,25,1.55187522,304.8871,12,1
103,195,1,5.09,1,1,4,3,26,1.87203492,367.7868,12,1
103,195,1,5.09,1,1,4,3,27,2.06988642,406.6574,12,1
103,195,1,5.09,1,1,4,3,28,1.80512514,354.6415,12,1
104,195,1,3.1,1,1,3,3,15,0.41587404,134.1529,11,1
104,195,1,3.1,1,1,3,3,16,,,11,1
104,195,1,3.1,1,1,3,3,17,0.4585878,147.9315,11,1
104,195,1,3.1,1,1,3,3,18,0.59418936,191.674,11,1
104,195,1,3.1,1,1,3,3,19,0.7540734,243.2495,11,1
104,195,1,3.1,1,1,3,3,20,0.62490816,201.5833,11,1
104,195,1,3.1,1,1,3,3,21,0.60691572,195.7793,11,1
104,195,1,3.1,1,1,3,3,22,0.67669128,218.2875,11,1
104,195,1,3.1,1,1,3,3,23,0.7489536,241.5979,11,1
104,195,1,3.1,1,1,3,3,24,0.775284,250.0916,11,1
104,195,1,3.1,1,1,3,3,25,1.0868604,350.6001,11,1
104,195,1,3.1,1,1,3,3,26,1.3077432,421.8526,11,1
104,195,1,3.1,1,1,3,3,27,1.5088782,486.7349,11,1
104,195,1,3.1,1,1,3,3,28,1.4489034,467.3882,11,1
105,195,1,1.84,1,1,3,3,15,0.687676176,373.7371,11,1
105,195,1,1.84,1,1,3,3,16,0.244152384,132.6915,11,1
105,195,1,1.84,1,1,3,3,17,0.22575228,122.6915,11,1
105,195,1,1.84,1,1,3,3,18,0.186365712,101.2857,11,1
105,195,1,1.84,1,1,3,3,19,0.53870184,292.7727,11,1
105,195,1,1.84,1,1,3,3,20,,,11,1
105,195,1,1.84,1,1,3,3,21,0.474855696,258.0738,11,1
105,195,1,1.84,1,1,3,3,22,0.319674096,173.7359,11,1
105,195,1,1.84,1,1,3,3,23,0.34029108,184.9408,11,1
105,195,1,1.84,1,1,3,3,24,0.257231976,139.8,11,1
105,195,1,1.84,1,1,3,3,25,0.306372816,166.507,11,1
105,195,1,1.84,1,1,3,3,26,0.326546424,177.4709,11,1
105,195,1,1.84,1,1,3,3,27,0.593237088,322.4115,11,1
105,195,1,1.84,1,1,3,3,28,0.662403744,360.002,11,1
106,342,2,3.06,2,2,2,2,19,0.316580628,103.4577,6,4
106,342,2,3.06,2,2,2,2,20,0.360113208,117.6841,6,4
106,342,2,3.06,2,2,2,2,21,0.392598024,128.3,6,4
106,342,2,3.06,2,2,2,2,22,0.436350096,142.5981,6,4
106,342,2,3.06,2,2,2,2,23,0.405548052,132.532,6,4
106,342,2,3.06,2,2,2,2,24,0.39764634,129.9498,6,4
106,342,2,3.06,2,2,2,2,25,0.395597748,129.2803,6,4
106,342,2,3.06,2,2,2,2,26,0.406865004,132.9624,6,4
106,342,2,3.06,2,2,2,2,27,0.557070696,182.0492,6,4
106,342,2,3.06,2,2,2,2,28,1.0681944,349.0831,6,4
106,342,2,3.06,2,2,2,2,29,0.85455552,279.2665,6,4
107,342,2,2.43,2,2,1,2,19,0.83176002,342.2880741,5,4
107,342,2,2.43,2,2,1,2,20,0.96560646,397.3689136,5,4
107,342,2,2.43,2,2,1,2,21,0.48317094,198.8357778,5,4
107,342,2,2.43,2,2,1,2,22,0.44345826,182.4931111,5,4
107,342,2,2.43,2,2,1,2,23,0.44566452,183.401037,5,4
107,342,2,2.43,2,2,1,2,24,,,5,4
107,342,2,2.43,2,2,1,2,25,,121.3291679,5,4
107,342,2,2.43,2,2,1,2,26,0.623489076,256.5798667,5,4
107,342,2,2.43,2,2,1,2,27,0.76998474,316.8661481,5,4
107,342,2,2.43,2,2,1,2,28,0.808962,332.9061728,5,4
107,342,2,2.43,2,2,1,2,29,,,5,4
108,342,2,2.63,2,2,2,2,19,0.481060944,182.9129,6,4
108,342,2,2.63,2,2,2,2,20,0.532603188,202.5107,6,4
108,342,2,2.63,2,2,2,2,21,1.14611742,435.7861,6,4
108,342,2,2.63,2,2,2,2,22,0.337520934,128.335,6,4
108,342,2,2.63,2,2,2,2,23,0.46916658,178.3903,6,4
108,342,2,2.63,2,2,2,2,24,0.278416224,105.8617,6,4
108,342,2,2.63,2,2,2,2,25,0.4955985,188.4405,6,4
108,342,2,2.63,2,2,2,2,26,0.382822308,145.5598,6,4
108,342,2,2.63,2,2,2,2,27,0.74963862,285.0337,6,4
108,342,2,2.63,2,2,2,2,28,1.14978852,437.1819,6,4
108,342,2,2.63,2,2,2,2,29,,,6,4
109,342,2,2.18,2,2,1,2,19,0.94030992,431.3348,5,4
109,342,2,2.18,2,2,1,2,20,,,5,4
109,342,2,2.18,2,2,1,2,21,0.406263996,186.3596,5,4
109,342,2,2.18,2,2,1,2,22,0.38061918,174.5959,5,4
109,342,2,2.18,2,2,1,2,23,0.430066512,197.2782,5,4
109,342,2,2.18,2,2,1,2,24,0.461164536,211.5434,5,4
109,342,2,2.18,2,2,1,2,25,0.47752416,219.0478,5,4
109,342,2,2.18,2,2,1,2,26,0.74134152,340.0649,5,4
109,342,2,2.18,2,2,1,2,27,0.77229216,354.2625,5,4
109,342,2,2.18,2,2,1,2,28,0.957996,439.4477,5,4
109,342,2,2.18,2,2,1,2,29,,,5,4
110,361,2,2.51,2,2,1,2,19,0.88413282,352.2441,5,4
110,361,2,2.51,2,2,1,2,20,0.79667496,317.4004,5,4
110,361,2,2.51,2,2,1,2,21,0.845181,336.7255,5,4
110,361,2,2.51,2,2,1,2,22,1.01715696,405.2418,5,4
110,361,2,2.51,2,2,1,2,23,0.85473522,340.532,5,4
110,361,2,2.51,2,2,1,2,24,0.676438776,269.4975,5,4
110,361,2,2.51,2,2,1,2,25,1.06125336,422.8101,5,4
110,361,2,2.51,2,2,1,2,26,0.97967502,390.3088,5,4
110,361,2,2.51,2,2,1,2,27,1.09212084,435.1079,5,4
110,361,2,2.51,2,2,1,2,28,1.25748234,500.989,5,4
110,361,2,2.51,2,2,1,2,29,,,5,4
111,361,2,3.07,2,2,2,2,19,0.340696806,110.9762,6,4
111,361,2,3.07,2,2,2,2,20,1.02201726,332.9046,6,4
111,361,2,3.07,2,2,2,2,21,1.14419112,372.7007,6,4
111,361,2,3.07,2,2,2,2,22,0.7791327,253.7892,6,4
111,361,2,3.07,2,2,2,2,23,1.06152258,345.7728,6,4
111,361,2,3.07,2,2,2,2,24,0.89033286,290.0107,6,4
111,361,2,3.07,2,2,2,2,25,1.38341778,450.6247,6,4
111,361,2,3.07,2,2,2,2,26,1.50193374,489.2292,6,4
111,361,2,3.07,2,2,2,2,27,1.27221762,414.4031,6,4
111,361,2,3.07,2,2,2,2,28,1.45877052,475.1696,6,4
111,361,2,3.07,2,2,2,2,29,,,6,4
112,361,2,2.33,2,2,1,2,19,0.86703156,372.1165,5,4
112,361,2,2.33,2,2,1,2,20,0.623997756,267.8102,5,4
112,361,2,2.33,2,2,1,2,21,0.82728648,355.0586,5,4
112,361,2,2.33,2,2,1,2,22,0.8869041,380.6455,5,4
